WORD	ABBREVIATION	LANGUAGES
vårdare		Swedish
vardarsk-	vardar.	Serbian
vårdhögskola-	vårdhögsk.	Swedish
Vardøhus		Norwegian
vårdpedagogik	vårdpedagog.	Swedish
vårdpolitik	vårdpolit.	Swedish
vårdutveckling	vårdutveckl.	Swedish
vårdvetenskap	vårdvetensk.	Swedish
Varefakta		Dutch
varefortegnelse	varefortegn.	Norwegian
varegruppe	varegrup.	Dutch
varehandel		Norwegian
varejista	varej.	Portuguese
varemerke		Norwegian
varemerketidende	varemerketid.	Norwegian
Värend		Swedish
varetall		Norwegian
vareudbud-		Danish
Vårgårdatrakten		Swedish
várható	várh.	Hungarian
vârhoǔn-	vârhoǔn.	Belarussian
varia		Multiple Languages
variab-	var.	English,French
variación	var.	Spanish
variance	var.	English
variant-	var.	Bulgarian,English
variareeks		Dutch
variation-	var.	English,French
variedad	var.	Spanish
variet-	var.	English,French
variln-	varil.	Serbian
varios	var.	Spanish
various	var.	English
varius	var.	Latin
varkaude-	vark.	Finnish
varkaus	vark.	Finnish
varken		Dutch
varkensfokkerij		Dutch
varkenshouderij	varkenshoud.	Dutch
värld		Swedish
vårldshotellförteckning	vårldshotellförteckn.	Swedish
världsreligion-	världsrelig.	Swedish
världsrörelse	världsrörel.	Swedish
varmblodig	varmblod.	Swedish
varmblods		Norwegian
Värmdo		Swedish
vármegye	várm.	Hungarian
värmeteknik	värmetek.	Swedish
varmförzinkningstekni-	varmförzinkningstek.	Swedish
Värmland	Värml.	Swedish
värmländsk-	värml.	Swedish
vármúzeum	vármúz.	Hungarian
varnish-	varn.	English
varnost		Slovenian
varnost-	varnost.	Slovenian
värnplikt		Swedish
värnpliktig		Swedish
varois		French
város	vár.	Hungarian
városépít-	várép.	Hungarian
városfejleszt-	várfejleszt.	Hungarian
városgazdaság	várgazd.	Hungarian
városkalauz	várkalauz.	Hungarian
Városmajor	Vármajor.	Hungarian
várospolitika	várpolit.	Hungarian
városrész	várrész.	Hungarian
várostörténet	vártört.	Hungarian
Várpalota	Vpalota.	Hungarian
varrókönyv	varrókv.	Hungarian
Varsavia	Vars.	Latin
Varsaviensia	Vars.	Latin
varsin-	varsin.	Finnish
Varsovia	Vars.	Spanish
Varsovie	Vars.	French
varstvo	varst.	Slovenian
várszínház	várszính.	Hungarian
vártemplom	vártempl.	Hungarian
vartija	vart.	Finnish
vartioliike	vartiol.	Finnish
vartoj-	vartoj.	Lithuanian
vartot-	vartot.	Lithuanian
vartov-	vart.	Ukrainian
varumärken		Swedish
varumärkestidning	varumärkestidn.	Swedish
varust-	varust.	Finnish
varutexter		Swedish
vasanejd-	vasanejd.	Swedish
vásár		Hungarian
vasara		Latvian
vasárnap	vasárn.	Hungarian
vásárnaptár		Hungarian
vasco		Spanish
vascolare	vasc.	Italian
vascon-	vascon.	Latin,Spanish
vascuence		Spanish
vascul-	vasc.	English,French
väsen-		Swedish
vasipar	vasip.	Hungarian
vaskeri		Danish
vaskipuhaltimet	vaskipuh.	Finnish
vaskohászat	vaskohász.	Hungarian
vaskulaer-	vask.	German
vasoactive-	vasoact.	English
Vasomed		German
vaspitanje	vasp.	Serbian
vaspitn-	vasp.	Croatian
vassdrag		Norwegian
vassdragsdirektorat	vassdragsdir.	Norwegian
vassdragsforsk		Norwegian
vassdragsregulering	vassdragsregul.	Norwegian
Vassemer		German
vassour-		Portuguese
vaste		Dutch
vasteland	vastel.	Dutch
Vasteras		Swedish
Västerbotten	Västerbott.	Swedish
Västergotland	Västergotl.	Swedish
Västernorrland	Västernorrl.	Swedish
vastgoed		Dutch
vastgoedinformatie	vastgoedinf.	Dutch
vastgoedmarkt		Dutch
västgot		Swedish
Västgötaspetsring-		Swedish
Västkust		Swedish
Västmanland	Västmanl.	Swedish
västnyländsk-	västnyl.	Swedish
västnytt		Swedish
västra		Swedish
Västra Frölunda		Swedish
vaststelling	vaststell.	Dutch
västsvensk	västsven.	Swedish
västsverige	västsver.	Swedish
Västtyskland	Västtyskl.	Swedish
vastu-		Finnish
vastuuhenkilö		Finnish
vasút		Hungarian
vasutas		Hungarian
Vasvármegye	Vasvárm.	Hungarian
vatbaar		Dutch
Vater		Dutch
vaterländisch-	vaterl.	German
vaterstädtisch	vaterstädt.	German
Vaterstetten		German
vatican		Multiple Languages
vatrecn-	vatr.	Serbian
vatrogastv-	vatrog.	Croatian
vatrostaln-	vatrost.	Croatian
vatten		Swedish
vattenbyggare	vattenbygg.	Swedish
vattenfall		Swedish
vattenfallsverk	vattenfallsv.	Swedish
vattenforskning-	vattenforsk.	Swedish
vattenforsorjning	vattenforsorjn.	Swedish
vattenresurslär-	vattenresursl.	Swedish
vattenskidor		Swedish
vattentillgång		Swedish
vattenvägar		Swedish
vattenvård		Swedish
vättern		Swedish
vauclus-	vauclus.	French
Vaucluse		French
Vaucresson		French
vaudois	vaud.	French
Vaudreuil		French
Vaughan		English
vauriotilasto	vauriotil.	Finnish
Vauxhall		English
Växjö		Swedish
växling		Swedish
växtbiolog-	växtbiol.	Swedish
växtekologiska	växtekol.	Swedish
växtförstörare	växtförstör.	Swedish
växtfysiologi	växtfysiol.	Swedish
växtnaringslara	växtnaringsl.	Swedish
växtodling	växtodl.	Swedish
växtskydd		Swedish
växtskyddsanstalt	växtskyddsanst.	Swedish
växtskyddsrapport-	växtskyddsrapp.	Swedish
växtsortnämnd		Swedish
vazakov	vazak.	Croatian
vazduh	vazd.	Croatian
vazduhoplovstvo	vazduhoplov.	Croatian
vazduš-	vazd.	Croatian
včelařský	včel.	Czech
včelařství	včel.	Czech
vcen-	vc.	Ukrainian
večer-	več.	Czech
večern-	več.	Russian
Vechstreek		Dutch
Vechta		German
Vechtaer	Vechta.	German
vecin-	vecin.	Spanish
vecka		Swedish
veckodatumvisare		Swedish
veckoskrift-	veckoskr.	Swedish
veckotidning	veckotidn.	Swedish
vecmāmiņa	vecmām.	Latvian
večnost		Slovenian
vector		English
vedamas-	vedam.	Belarussian
vědeck-	věd.	Czech
vědeckotech-	věd.tech.	Czech
védekez-	véd.	Hungarian
védel-	véd.	Hungarian
vedení	ved.	Czech
vedenie	ved.	Russian
vedére	v.	Italian
vedett-	vedett.	French
vedietʿ		Slovak
védique		French
védjegy	védj.	Hungarian
védjegyértesítö	védjért.	Hungarian
vedkommende-	vedkomm.	Danish,Norwegian
vedligeholde	vedligeh.	Danish
vedlikehold	vedlikeh.	Norwegian
vední	ved.	Slovak
vedomost-	vedom.	Russian
vedomstv-	vedoms.	Russian
vedouc-	ved.	Czech
vedrina		Bulgarian
vedrøre-	vedr.	Danish
vedtag-	vedtag.	Danish
vedvarende	vedv.	Danish
veeartsenijschool-	veeartsenijsch.	Dutch
veefokkerij	veefokk.	Dutch
veehouden		Dutch
veehouder	veehoud.	Dutch
veehouderij	veehoud.	Dutch
veelbeloven-	veelbelov.	Dutch
veemarkt		Dutch
Veendam		Dutch
Veenendaal	Veenend.	Dutch
veenkoloniaal	veenkolon.	Dutch
Veerse		Dutch
veertiendaags	veertiend.	Dutch
veestapel		Dutch
veeteeltkundig	veeteeltkd.	Dutch
veevoeder	veevoed.	Dutch
veevoeding	veevoed.	Dutch
vegdirektør	vegdir.	Norwegian
vegdirektorat	vegdir.	Norwegian
vegeta-	veg.	English
veģetācija	veģ.	Latvian
veglaboratorium	veglab.	Norwegian
végleges	végl.	Hungarian
végrehajt-	végreh.	Hungarian
vegvesen	vegv.	Norwegian
vegyész		Hungarian
vegyészcsoport	vegyészcsop.	Hungarian
vegyészet	vegyész.	Hungarian
vegyipar	vegyip.	Hungarian
vegytan	vegyt.	Hungarian
végz-	végz.	Hungarian
végzett	végz.	Hungarian
végzettség	végzetts.	Hungarian
Vehchele		Dutch
vehic-	veh.	English,French
vehoniemen		Finnish
vehr-	vehr.	Russian
veículo	veíc.	Portuguese
veidošanās	veidoš.	Latvian
veiklos		Lithuanian
veiksmas		Lithuanian
veiksn-	veiksn.	Lithuanian
veiledning	veil.	Norwegian
veilig		Dutch
veiligheid	veiligh.	Dutch
veilingen		Dutch
veill-	veill.	French
veintiuno		Spanish
Veitsbronn-	Veitsbronn.	German
veivesen	veiv.	Norwegian
veiviser	veiv.	Norwegian
vejeriego		Spanish
vejgodstransport	vejgodstransp.	Danish
vejledning	vejl.	Danish
vejviser	vejv.	Danish
vekst		Norwegian
veksthusforsøk	veksthusfors.	Norwegian
vektløfterforbund	vektløfterforb.	Norwegian
vektorn-	vektorn.	Russian
Velber		German
veldadvisering	veldadvis.	Dutch
veldecologie	veldecol.	Dutch
veldegem		Dutch
Velden		German
Veldener	Velden.	German
Veldhoven	Veldh.	Dutch
veldkeuring	veldkeur.	Dutch
veldornitologisch-	veldornitol.	Dutch
Veldre		Norwegian
veldstudie-	veldstud.	Dutch
Velebit-	Veleb.	Croatian
vélemény	vél.	Hungarian
veletrh-	veletr.	Czech
veleučilišta	veleuč.	Croatian
velferd		Norwegian
vėliav-	vėliav.	Lithuanian
velik-	velik.	Slovenian
Velika Kladuša		Bosnian
veliki		Croatian
velikij		Russian
velikogoričk-	velikogor.	Serbian
velikoluksk-	velikoluk.	Russian
velkommen	velkom.	Danish
velkoobchod	velkoobch.	Czech
vëllazërim-	vëllazër.	Albanian
Vellmar		German
velluto		Italian
velocimetr-	velocim.	English
vélocipéd-	vélocipéd.	French
velocit-	veloc.	Multiple Languages
velpeleven		Dutch
Velsen		Dutch
veluwe		Dutch
veluwse		Dutch
velvære		Danish
velvet	velv.	English
venäjä	ven.	Finnish
venaticus	venat.	Latin
venatorius	venat.	Latin
venciendo		Spanish
vendedor	vend.	Spanish
Vendée		French
vendéen		French
vendég		Hungarian
vendéglátás	vendéglát.	Hungarian
vendéglátóipar	vendéglátóip.	Hungarian
vendeur	vend.	French
vending	vend.	English
vendit-	vend.	Italian
vendor	vend.	English
vendredi		French
Vendsyssel	Vends.	Danish
veneala		Finnish
veneer		English
veneilijä	veneil.	Finnish
venekerho		Finnish
venen-	venen.	Spanish
venera		Bulgarian
vénérable		French
venereal	vener.	English
venereolog-	venereol.	English
veneri-	vener.	Multiple Languages
vénerie		French
venerolog-	venerol.	Multiple Languages
Venet-		Multiple Languages
vèneto		Italian
Venèzia		Italian
venezian-		Italian
venezolan-	venez.	Spanish
vénézuél-	vénéz.	French
vengersk-	veng.	Russian
venir		French
Vénissieux		French
venkov	venk.	Czech
venner		Danish
vennootschap	vennootsch.	Dutch
venomous	venom.	English
vensk-	vensk.	Croatian
venster		Dutch
vensterbank		Dutch
venta		Latvian,Spanish
ventana		Spanish
vente		French
ventenn-	ventenn.	Italian
ventiel		Dutch
ventil-	vent.	English,French
ventur-	ventur.	English
venue		English
veracruzano	veracruz.	Spanish
veran		Spanish
veranda		Multiple Languages
verandering	verander.	Dutch
veränderlich	veränderl.	German
Veränderung	Veränd.	German
veranlagen	veranl.	German
Veranlagung	Veranl.	German
verano		Spanish
Veranstalter	Veranst.	German
Veranstaltung-	Veranst.	German
verantwoord	verantw.	Dutch
verantwortlich	verantwortl.	German
Verantwortung	Verantwort.	German
verarbeiten	verarb.	German
Verarbeiter	Verarb.	German
Verarbeitung-	Verarb.	German
verbal		English,French
Verbänd-	Verb.	German
verbatim	verbat.	English
Verbesserung	Verbess.	German
verbetering	verbet.	Dutch
verbinding	verbind.	Dutch
Verbindung	Verbind.	German
verblijfsrecreatie	verblijfsrecreat.	Dutch
verblijv-	verblijv.	Dutch
verbond	verb.	Dutch
Verbrauch		German
Verbraucher	Verbrauch.	German
Verbraucherrecht	Verbrauch.r.	German
Verbrauchsgüter		German
Verbrauchsland		German
Verbrauchssteuer		German
Verbrauchsstichprobe		German
Verbrauchsteuerpflichtig-	Verbrauchsteuerpflicht.	German
Verbrechen	Verbrech.	German
verbreiding	verbreid.	Dutch
Verbreitung	Verbreit.	German
verbruik	verbr.	Dutch
verbum		Latin
Verbund	Verb.	German
vercellése		Italian
Verchromung-	Verchrom.	German
verdad		Spanish
Verdaguer		Catalan
Verdal		Norwegian
verdamping	verdamp.	Dutch
verdandi		Swedish
Verdauung	Verdau.	German
verde		Spanish
verdedig-	verdedig.	Dutch
verdeler	verdel.	Dutch
verden		German,Norwegian
verdensmarked	verdensmark.	Norwegian
verdensorden		Norwegian
verdiani		Italian
Verdichter	Verdicht.	German
Verdichtung	Verdicht.	German
verdict		English,French
verdiend		Dutch
Verdienst		German
verðlauna	verðl.	Icelandic
verdragstekst		Dutch
Verdrahtung	Verdraht.	German
Verdun		French
veredeling-	veredel.	Dutch
Veredelung-	Veredel.	German
Veredlung-	Veredl.	German
vereenigd-	ver.	Dutch
vereeniging	ver.	Dutch
vereidigen	vereid.	German
Verein	Ver.	German
vereinigt-	ver.	German
Vereinigung	Ver.	German
Vereinte Nationen	V.N.	German
verejn-	verej.	Slovak
verenigd-	ver.	Dutch
vereniging	ver.	Dutch
Vererbung	Vererb.	German
Verfahren	Verfahr.	German
Verfasser-	Verfass.	German
Verfassung	Verfass.	German
verfbranche		Dutch
verfinstituut	verfinst.	Dutch
verfkroniek	verfkron.	Dutch
Verfolgung	Verfolg.	German
Verfügung	Verfüg.	German
Vergaberecht	Vergaber.	German
vergadering-	vergad.	Dutch
Vergangenheit	Vergangenh.	German
vergel		Spanish
vergelijkend-	vgl.	Dutch
vergelijking	vergelijk.	Dutch
verger		French
vergessen	vergess.	German
vergeten	verget.	Dutch
Vergiftung	Vergift.	German
Vergleich-	Vgl.	German
vergleichend	vgl.	German
Vergnügen	Vergnüg.	German
vergoeding	vergoed.	Afrikaans
vergunning	vergunn.	Dutch
Vergütung	Vergüt.	German
verhaal		Dutch
verhal-	verhal.	Dutch
Verhalten	Verhalt.	German
Verhältnis	Verhält.	German
verhandel-	verh.	German
verhandling-	verh.	Dutch
Verhandlung	Verh.	German
verhn-	verhn.	Russian
verhnemelov-		Russian
verhneusur-	verhneusur.	Russian
verhnij	verhn.	Russian
verhouding-	verhoud.	Afrikaans
verhovn-	verhovn.	Russian
Verhütung	Verhüt.	German
verhuur		Dutch
vérifi-	vérif.	French
verificación	verif.	Spanish
verificado	verif.	Spanish
verify		English
verifying	verif.	English
verimli-	veriml.	Turkish
vérit-	vérit.	French
veritas		Latin
Verkauf		German
verkauf-	verkauf.	German
Verkaufsaustellung	Verkaufsaustell.	German
Verkaufsleiter	Verkaufsleit.	German
verkeersdocumentatie	verkeersdoc.	Dutch
verkeersgegev-		Dutch
verkeerskrant		Dutch
verkeersongeval		Dutch
verkeerspedagogisch	verkeerspedagog.	Dutch
verkeersrecht	verkeersr.	Dutch
verkeerstechniek	verkeerstech.	Dutch
verkeersveiligheid	verkeersveiligh.	Dutch
verkeersvoorziening	verkeersvoorz.	Dutch
verkeerswaarneming	verkeerswaarn.	Dutch
Verkehr	Verk.	German
verkennen	verkenn.	Dutch
verkenning	verkenn.	Dutch
verkeren		Dutch
verket-	verk.	Swedish
verkfræðing	verkfræð.	Icelandic
verkiezing	verkiez.	Dutch
verkkojulkaisu	verkkojulk.	Finnish
verklaring	verklar.	Dutch
verkloosheid	verkloosh.	Afrikaans
verkoken	verkok.	German
verkondiging	verkond.	Dutch
verkoopleiding	verkoopleid.	Dutch
verkooplijst	verkoopl.	Dutch
verkoopseizoen		Dutch
verkoper		Dutch
verkrijging	verkrijg.	Dutch
verksam		Swedish
verksamhet	verksamh.	Swedish
verkstad		Swedish
verkstadsindustrie	verkstadsind.	Swedish
verkstadsnytt		Swedish
verkstadsvaror		Swedish
verksted	verkst.	Norwegian
Verkündigung	Verkünd.	German
Verlader	Verlad.	German
Verlag	Verl.	German
verlater		Dutch
Verlautbarung	Verlautbar.	German
verleden		Dutch
Verleger	Verl.	German
Verleihung	Verleih.	German
verleng-	verleng.	Dutch
verlening	verlen.	Dutch
Verletzung	Verletz.	German
verlichting	verlicht.	Dutch
verlofganger	verlofgang.	Dutch
verloofde-	verloofd.	Dutch
verlos-	verlos.	German
Verloskund-	Verloskd.	German
Vermächtnis	Vermächtn.	German
Vermahlung	Vermahl.	German
vermarkten	vermarkt.	German
Vermehrung	Vermehr.	German
vermeil		French
vermell-		Catalan
Vermessung-	Vermess.	German
Vermieter	Vermiet.	German
vermilion		English
Vermillion		English
vermin		English
Vermisstenangehörig-	Vermisstenangehör.	German
vermitteln		German
Vermittler	Vermittl.	German
Vermittlung	Vermittl.	German
vermogenbelasting	vermogenbelast.	Dutch
Vermögenbestand		German
vermogensbeheer		Dutch
Vermögensberatung	Vermögensberat.	German
Vermögensbildung	Vermögensbild.	German
Vermögensfrage-	Vermögensfr.	German
vermogensgroei		Dutch
Vermögensnachfolge		German
Vermögensteuer		German
Vermont	Vt.	English
Vernachlässigung	Vernachläss.	German
vernaculaire	vernac.	French
vernacular	vernac.	English
verne-		Norwegian
vernepliktig-		Norwegian
vernetzt		German
Verneuil		French
verneutstyr		Norwegian
vernice		Italian
vernici-	vernic.	Italian
vernieuwing	vernieuw.	Dutch
vernis		Multiple Languages
vernon		English,French
vernonnais	vernon.	French
vernünftig	vernünft.	German
vernuwing	vernuw.	Afrikaans
veroâtn-	veroâtn.	Russian
Veröffentlich-	Veröff.	German
verohallitus	verohall.	Finnish
verokalenteri	verokal.	Finnish
verordening	verord.	Dutch
verordner	verordn.	German
Verordnung	Verordn.	German
verotus	verot.	Finnish
verpachting		Dutch
verpacken	verpack.	German
Verpackung-	Verpack.	German
verpackungen	verpack.	German
verpakk-	verpakk.	Dutch
verpakking	verpakk.	Dutch
Verpflegung	Verpfleg.	German
verpleeghuiz-	verpleeghuiz.	Dutch
verpleeginstelling	verpleeginst.	Dutch
verpleegkunde	verpleegkd.	Dutch
verpleegkundig	verpleegkd.	Dutch
verpleegster	verpleeg.	Dutch
verplegende	verpleg.	Dutch
verpleging	verpleg.	Dutch
verplegingswetenschap	verplegingswet.	Dutch
verplichting-	verplicht.	Dutch
verpozing-	verpoz.	Dutch
Verputzer	Verputz.	German
verrat		French
verrerie	verr.	French
verrichting-	verricht.	Dutch
verrière		French
verrigting-	verrigt.	Afrikaans
versaillais	versaill.	French
Versailles		French
Versammlung-	Versamml.	German
Versandhandel	Versandhand.	German
Versandhaus		German
Versandleiter	Versandleit.	German
versant		French
verscheidne	verscheid.	Dutch
verschenen		Dutch
verschieden-	verschied.	German
verschijn-	versch.	Dutch
Verschleiss	Verschl.	German
Verschlusskrankheit-	Verschlusskrankh.	German
verschollen	verscholl.	German
Verschönerung	Verschön.	German
Verschwendung	Verschwend.	German
verseau		French
verseny	vers.	Hungarian
verseskönyv	verseskv.	Hungarian
Versgeschichte	Versgesch.	German
Versichert-	Versich.	German
Versicherung	Versicher.	German
version		Multiple Languages
versl-		Lithuanian
verslag-	versl.	Dutch
verslaving	verslav.	Dutch
verslum-	verslum.	Lithuanian
verslunarinnar	versl.	Icelandic
versmond-	versm.	Hungarian
Versorgung-	Versorg.	German
verspreid-		Dutch
Verstand		German
verstandelijk-	verstand.	Dutch
verstandig	verstand.	Dutch
Verständigung	Verständ.	German
verständlich	verständl.	German
Verstärker	Verstärk.	German
verstehen-	verstehen.	German
verstrekking	verstrekk.	Dutch
Versuch-	Vers.	German
versus		Latin
verswereld		Dutch
vertaileva	vert.	Finnish
vertaling	vertal.	Dutch
vertebra-	vertebr.	Spanish
vertèbre-	vertèbr.	French
verteidig-	verteid.	German
verteilen	verteil.	German
Verteilung	Verteil.	German
vertelt		Dutch
verter		Norwegian
vertical	vert.	English,French
vértice		Spanish
vertido		Spanish
Vertiefersemina-	Vertiefersemin.	German
vertieft		German
vertige		French
vértigo		Spanish
vērtīgs	vērt.	Latvian
vertin-	vertin.	Lithuanian
Vertrag	Vertr.	German
verträglich	verträgl.	German
vértranszfúzió	vértranszfúz.	Hungarian
Vertrauensleute		German
Vertrauensmann		German
vertraulich-	vertraul.	German
Vertret-	Vertret.	German
Vertrieb		German
vertrieben-	vertrieb.	German
Vertriebsorganisat-	Vertriebsorgan.	German
vertriebswirtschaftlich-	vertriebswirtsch.	German
vertybin-	vertyb.	Lithuanian
Verunreinigung-	Verunreinig.	German
verurteil-		German
ververij	verver.	Dutch
Vervielfältigung	Vervielfält.	German
verviétois		French
vervlogen		Dutch
vervoer		Afrikaans
vervoer-	vervoer.	Afrikaans,Dutch
vervoerlogistieke	vervoerlogist.	Dutch
vervoermarkt		Dutch
vervoersbond		Dutch
vervoerstatistiek	vervoerstat.	Dutch
vervoerstudi-	vervoerstud.	Dutch
vervoerswezen		Dutch
vervolgd		Dutch
verwalten	verwalt.	German
Verwaltung	Verwalt.	German
Verwandte-		German
verwant-		Dutch
Verwarming	verwarm.	Dutch
Verwarnung	Verwarn.	German
Verwendung-	Verwend.	German
verwerkend		Dutch
verwerking		Dutch
verwerkingstechnolog-	verwerkingstechnol.	Dutch
Verwertung-	Verwert.	German
verwijder-	verwijd.	Dutch
Verwirklichung	Verwirkl.	German
verworve		Dutch
verzamelaar	verzamel.	Dutch
verzamelalbum		Dutch
verzameling-	verzamel.	Dutch
verzamelkrant		Dutch
verzamelstrip		Dutch
Verzeichnis	Verz.	German
verzeker-	verzek.	Dutch
verzelfstandig-	verzelfstand.	Dutch
verzetsfront	verzetsfr.	Dutch
verzinken	verzink.	Dutch
Verzinkung	Verzink.	German
verzoening	verzoen.	Dutch
verzorg-	verzorg.	Dutch
verzuim		Dutch
Verzweiflung	Verzweifl.	German
vesebeteg-	vesebet.	Hungarian
vesel-		Serbian
veselīb-		Latvian
veselīg-	veselīg.	Latvian
veselīgs		Latvian
veŝestvenn-	veŝestv.	Russian
veŝestvo	veŝ.	Russian
vesihallitus	vesihall.	Finnish
vesilaboratorio-	vesilab.	Finnish
vesiposti		Finnish
vesirakennust-	vesirakenn.	Finnish
vesistö		Finnish
vesitekniik-	vesitek.	Finnish
vesitietöiden		Finnish
ves̡nic		Romanian
vesnik	vesn.	Serbian
Vesoul		French
vessel-	vessel.	English
Vest-Agder		Norwegian
Vestbirk		Danish
Vestdijk		Dutch
Vestfold		Norwegian
vesti		Russian
vestibular	vestib.	English
vestido		Spanish
vestig-	vestig.	Multiple Languages
vestige		French
vestiging	vestig.	Dutch
vestigio		Spanish
vestiment-	vestim.	Spanish
vesting		Dutch
vestir		Spanish
vēstis		Latvian
vestitor		Romanian
vestkì		Belarussian
vestland-	vestl.	Danish,Norwegian
vestlig	vestl.	Danish
vēstnesis	vēstn.	Latvian
vestnik	vestn.	Russian
věstník	věstn.	Czech
Vestoppland	Vestoppl.	Norwegian
vests		Latvian
vestuário	vest.	Portuguese
vēstur-	vēstur.	Latvian
vestuv-	vestuv.	Lithuanian
vesuviano	vesuv.	Italian
veszedel-	vesz.	Hungarian
veszély-	vesz.	Hungarian
Veszprém	Veszpr.	Hungarian
veta-		Swedish
vêtement	vêtem.	French
vetenskap	vetensk.	Swedish
vetenskaplig	vetensk.	Swedish
veter-		Latin
veteraani		Finnish
veteran		English,French
veteranpost		Swedish
Veterantraktorklubb-		Swedish
veterinaar-	vet.	Estonian
veterinaer	vet.	Icelandic
veterinær	vet.	Danish,Norwegian,Swedish
vétérinair-	vét.	French
veterinār	vet.	Latvian
veterinar-	vet.	English,Lithuanian,Ukrainian
veteriner	vet.	Turkish
Vetlanda		Swedish
Vetlandatrakten		Swedish
vetőmag		Hungarian
vetplant		Dutch
větrání	větr.	Czech
vettenindustrie	vettenind.	Dutch
vetus		Latin
veuvage	veuv.	French
vexilla		Dutch
vexillolog-	vexillol.	English
vezel		Dutch
Vézelay		French
vezelinstituut-	vezelinst.	Dutch
vezérigazgató-	vezérig.	Hungarian
vezérl-	vezér.	Hungarian
vezet-	vez.	Hungarian
vezetés	vez.	Hungarian
vezetéstudomány	veztud.	Hungarian
vezetőképz-	vezk.	Hungarian
vežički	vežič.	Croatian
vezni		Bulgarian
vezovi		Serbian
viação	viaç.	Portuguese
Viadrina		German
viager		French
viaggio		Italian
viaje		Spanish
viajero	viaj.	Spanish
viande		French
vianense		Portuguese
viat̡a		Romanian
viator-	viat.	Latin
Viborg		Danish
vibraci-	vib.	Russian
vibration-	vib.	English,French
vibrotechni	vibrotech.	English,French
vibrotehni-	vibroteh.	Russian
vicariat	vicar.	French
vicenotarieförbund	vicenotarieförb.	Swedish
vicin-	vicin.	Latin
vicinal	vicin.	French
vicinity	vicin.	English
vicino		Italian
Vicksburg	Vicksbg.	English
victim-	vict.	English,French
victimization	victim.	English
victoire	vic.	French
victor		English
Victoria	Vic.	English
Victoria Island	Vic. Isl.	English
victorian	vic.	English
Victoriaville	Victoriav.	French
Victoriense	Victor.	Spanish
victory	vic.	English
victuall-	victual.	English
vidare		Swedish
vidareutbildning	vidareutbildn.	Swedish
vidavnictvo	vidav.	Ukrainian
vidēj-	vid.	Latvian
viden		Danish
videnskab-	vidensk.	Danish
videnskap	vidensk.	Icelandic
videnskapsselskap-	videnskapsselsk.	Icelandic
Video		German
vidéocassette	vidéocass.	French
videodisc		English
vidéodisque		French
videoenciclopedia	videoencicl.	Italian
videofelvétel	videoflv.	Hungarian
videofile		English
Videofilm		German
videofilm-	videofilm.	Dutch,German
Videofilmer	Videofilm.	German
videoforhandler	videoforh.	Norwegian
videograbación	videograbac.	Spanish
videográfico	videogr.	Portuguese
vidéogramme	vidéogr.	French
videograph-	videogr.	English
Videokassette		German
videokatalog	videokat.	Norwegian
videolehti		Finnish
videomagazine	videomag.	Dutch
videonieuws		Dutch
videoplay		English
Videoring		German
videoscop-	videoscop.	English
Videospiel		German
videostvar-	videostvar.	Croatian
videotape		English
videotaping	videotap.	Multiple Languages
videotex		Spanish
videotext		English
videovue		English
videoworld		English
videregå-	videregå.	Norwegian
vidiek		Slovak
vidne		Danish
vidov		Russian
vidov-	vidov.	Croatian
vidri-	vidr.	Spanish
viðskipta	viðsk.	Icelandic
vidutin-	vidut.	Lithuanian
vīdvod-	vīdvod.	Ukrainian
vidya		Indonesian
Viechtach		German
Viehbestand		German
Viehhaltung-	Viehhalt.	German
Viehhandel	Viehhand.	German
Viehverwertung	Viehverwert.	German
Viehwirtschaft	Viehwirtsch.	German
Viehzucht		German
vieill-	vieil.	French
viejari		Finnish
viejo		Spanish
Vielfalt		German
Vienna		English
Vienne		French
viennese	vienn.	Dutch
viennois	vienn.	French
vientikohde		Finnish
vientikohteena		Finnish
viento		Spanish
viera		Slovak
vieras		Finnish
vierde		Dutch
vierge		French
vierhand		Dutch
viering		Dutch
vierkant		Dutch
Viermächte		German
viernes		Spanish
Viernheim	Viernh.	German
Viersen		German
Vierteljahr-	Vierteljahr.	German
Vierteljahresbericht	Vierteljahresber.	German
Vierteljahresergebnis	Vierteljahresergeb.	German
Vierteljahresheft	Vierteljahresh.	German
Vierteljahresrundschau	Vierteljahresrundsch.	German
Vierteljahresschrift	Vierteljahresschr.	German
Vierteljahreszahl		German
vierteljährlich-	vierteljährl.	German
Vierteljahrsbericht	Vierteljahrsber.	German
Vierteljahrsheft-	Vierteljahrsh.	German
Vierteljahrsschrift	Vierteljahrsschr.	German
viery		Slovak
Vierzon		French
viešas-	vieš.	Lithuanian
viešoji	vieš.	Lithuanian
viest-	viest.	Finnish
viesti		Finnish
viesti-	viest.	Finnish
viestintätiet-	viestintät.	Finnish
viestnik	viestn.	Croatian
viet̡-		Romanian
Vietnam-	Vietnam.	Multiple Languages
viewdata	viewd.	English
viewer-		English
viewfinder	viewfind.	English
viewing		English
viewpoint	viewp.	English
viewprint	viewpr.	English
viewsweekly	viewswkl.	English
vigencia	vigen.	Spanish
vigente	vigen.	Spanish
vigía		Spanish
vigie		French
vigilanc-	vigil.	Multiple Languages
vigile		Italian
vigilia		Spanish
vigne		French
vigneron	vign.	French
vignette		English,French
Vigneux-sur-Seine		French
vignoble	vign.	French
vigor		Portuguese
vigtig-	vigt.	Danish
vigués		Spanish
vigueur		French
Vihanti		Finnish
vihko		Finnish
